state,district,taluk,latitude,longitude,streetlights,population_density,patrol_frequency,base_crime_rate,hour,day_of_week,seed,safety_score,safety_level,incident_occurred,crime_type
Tamil Nadu,Madurai,Madurai West,13.05726,80.09488,0.71,0.44,0.72,0.26,12,4,6280,79.37,2,0,None
Tamil Nadu,Madurai,Madurai West,13.0535,80.10962,0.76,0.44,0.46,0.26,23,2,6281,57.48,1,0,None
Tamil Nadu,Madurai,Madurai West,13.04804,80.11678,0.65,0.44,0.44,0.26,22,1,6282,54.35,1,0,None
Tamil Nadu,Madurai,Madurai West,13.0601,80.11664,0.65,0.44,0.49,0.26,17,4,6283,71.26,1,0,None
Tamil Nadu,Madurai,Madurai West,13.0504,80.09346,0.6,0.44,0.42,0.26,13,3,6284,71.18,1,0,None
Tamil Nadu,Madurai,Madurai East,12.89528,80.39118,0.82,0.46,0.4,0.31,8,1,6285,75.51,2,0,None
Tamil Nadu,Madurai,Madurai East,12.90164,80.39092,0.76,0.46,0.56,0.31,18,6,6286,68.88,1,0,None
Tamil Nadu,Madurai,Madurai East,12.88428,80.39394,0.76,0.46,0.5,0.31,1,0,6287,56.74,1,0,None
Tamil Nadu,Madurai,Madurai East,12.90367,80.37827,0.75,0.46,0.38,0.31,6,5,6288,73.12,1,0,None
Tamil Nadu,Madurai,Madurai East,12.89049,80.38563,0.78,0.46,0.54,0.31,20,4,6289,67.83,1,0,None
Tamil Nadu,Madurai,Madurai East,12.88044,80.37731,0.56,0.46,0.4,0.31,19,2,6290,56.56,1,0,None
Tamil Nadu,Madurai,Madurai East,12.89485,80.39624,0.77,0.46,0.4,0.31,11,6,6291,73.55,1,0,None
Tamil Nadu,Madurai,Madurai East,12.89122,80.3994,0.9,0.46,0.45,0.31,20,5,6292,69.15,1,0,None
Tamil Nadu,Madurai,Madurai East,12.89314,80.3873,0.69,0.46,0.49,0.31,16,1,6293,72.75,1,0,None
Tamil Nadu,Madurai,Madurai East,12.90926,80.39873,0.7,0.46,0.57,0.31,15,0,6294,76.59,2,0,None
Tamil Nadu,Madurai,Madurai East,12.89631,80.39291,0.82,0.46,0.42,0.31,5,2,6295,58.37,1,1,Stalking
Tamil Nadu,Madurai,Madurai East,12.91049,80.40057,0.71,0.46,0.44,0.31,3,4,6296,54.67,1,1,Pickpocketing
Tamil Nadu,Madurai,Madurai East,12.90174,80.40131,0.73,0.46,0.51,0.31,7,2,6297,74.94,1,0,None
Tamil Nadu,Madurai,Madurai East,12.89748,80.392,0.76,0.46,0.4,0.31,6,1,6298,74.44,1,0,None
Tamil Nadu,Madurai,Madurai East,12.89801,80.40103,0.7,0.46,0.59,0.31,1,5,6299,57.86,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,12.91192,80.00098,0.91,0.74,0.69,0.22,11,5,6300,87.02,2,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,12.91637,80.01886,0.71,0.74,0.65,0.22,11,4,6301,79.27,2,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,12.90104,80.01524,0.69,0.74,0.64,0.22,5,5,6302,59.14,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,12.9131,80.003,0.75,0.74,0.8,0.22,14,5,6303,82.78,2,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,12.92298,80.02469,0.68,0.74,0.65,0.22,22,2,6304,60.48,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,12.92221,80.0013,0.78,0.74,0.8,0.22,7,6,6305,86.09,2,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,12.93486,80.01776,0.87,0.74,0.78,0.22,1,4,6306,71.41,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,12.92688,79.9958,0.93,0.74,0.86,0.22,0,0,6307,75.21,2,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,12.91245,80.0069,0.86,0.74,0.74,0.22,11,2,6308,84.96,2,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,12.91258,80.00748,0.77,0.74,0.81,0.22,19,0,6309,74.66,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,12.9055,80.01265,0.72,0.74,0.53,0.22,23,4,6310,58.07,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,12.91591,80.00967,0.73,0.74,0.83,0.22,22,4,6311,64.49,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,12.90997,80.02196,0.81,0.74,0.71,0.22,16,5,6312,83.31,2,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,12.91299,79.99872,0.78,0.74,0.58,0.22,23,0,6313,64.09,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,12.90862,80.00914,0.86,0.74,0.7,0.22,1,2,6314,68.16,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,12.94912,79.76852,0.6,0.39,0.56,0.44,5,4,6315,39.48,0,1,Assault
Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,12.95257,79.77581,0.81,0.39,0.54,0.44,10,1,6316,76.81,2,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,12.96303,79.78675,0.64,0.39,0.48,0.44,14,5,6317,68.39,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,12.94785,79.77239,0.71,0.39,0.39,0.44,3,0,6318,42.59,0,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,12.95586,79.77001,0.68,0.39,0.46,0.44,8,6,6319,68.8,1,1,Pickpocketing
Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,12.95778,79.76001,0.66,0.39,0.6,0.44,7,0,6320,71.99,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,12.96364,79.78286,0.73,0.39,0.31,0.44,7,3,6321,67.57,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,12.9658,79.77053,0.75,0.39,0.44,0.44,4,0,6322,42.77,0,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,12.94569,79.77185,0.7,0.39,0.49,0.44,16,1,6323,71.03,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,12.97157,79.76612,0.83,0.39,0.51,0.44,1,2,6324,48.0,0,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,12.96568,79.77322,0.76,0.39,0.57,0.44,14,6,6325,73.0,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,12.98562,79.78683,0.69,0.39,0.64,0.44,22,4,6326,44.37,0,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,12.96777,79.79018,0.68,0.39,0.48,0.44,23,4,6327,40.87,0,1,Stalking
Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,12.95388,79.78987,0.69,0.39,0.39,0.44,10,5,6328,67.14,1,1,Eve Teasing
Tamil Nadu,Tiruchirappalli,Tiruchirappalli West,12.9579,79.78097,0.71,0.39,0.4,0.44,10,6,6329,67.3,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,12.98389,79.88149,0.79,0.36,0.61,0.31,4,6,6330,50.41,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,12.96616,79.8912,0.76,0.36,0.43,0.31,8,4,6331,72.47,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,12.97019,79.85927,0.74,0.36,0.71,0.31,9,2,6332,78.58,2,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,12.97639,79.88067,0.65,0.36,0.58,0.31,12,2,6333,73.64,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,12.97499,79.88396,0.73,0.36,0.62,0.31,15,1,6334,76.67,2,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,12.96709,79.88848,0.72,0.36,0.7,0.31,14,5,6335,77.85,2,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,12.97477,79.88052,0.67,0.36,0.61,0.31,21,6,6336,65.97,1,1,Pickpocketing
Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,12.98196,79.88517,0.73,0.36,0.55,0.31,20,4,6337,65.13,1,1,Pickpocketing
Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,12.97397,79.86967,0.74,0.36,0.6,0.31,18,3,6338,68.95,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,12.97689,79.88488,0.62,0.36,0.55,0.31,17,2,6339,71.55,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,12.96994,79.87759,0.77,0.36,0.58,0.31,21,3,6340,68.79,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,12.97484,79.88188,0.9,0.36,0.64,0.31,1,3,6341,54.81,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,12.96534,79.87363,0.84,0.36,0.57,0.31,2,2,6342,52.09,1,0,None
Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,12.96291,79.87392,0.8,0.36,0.52,0.31,1,6,6343,48.38,0,1,Eve Teasing
Tamil Nadu,Tiruchirappalli,Tiruchirappalli East,12.99013,79.8679,0.65,0.36,0.64,0.31,7,0,6344,75.21,2,0,None
Tamil Nadu,Salem,Salem Central,12.90876,80.65389,0.85,0.77,0.68,0.3,17,5,6345,82.32,2,0,None
Tamil Nadu,Salem,Salem Central,12.90758,80.65494,0.85,0.77,0.82,0.3,0,4,6346,69.73,1,0,None
Tamil Nadu,Salem,Salem Central,12.91496,80.64935,0.79,0.77,0.77,0.3,3,6,6347,63.82,1,0,None
Tamil Nadu,Salem,Salem Central,12.9101,80.64032,0.9,0.77,0.72,0.3,14,5,6348,83.51,2,0,None
Tamil Nadu,Salem,Salem Central,12.91324,80.64462,0.85,0.77,0.9,0.3,21,6,6349,77.04,2,0,None
Tamil Nadu,Salem,Salem Central,12.89697,80.64256,0.75,0.77,0.75,0.3,12,2,6350,80.48,2,0,None
Tamil Nadu,Salem,Salem Central,12.90265,80.6528,0.74,0.77,0.81,0.3,12,3,6351,81.46,2,0,None
Tamil Nadu,Salem,Salem Central,12.9223,80.65716,0.97,0.77,0.82,0.3,15,6,6352,88.46,2,0,None
Tamil Nadu,Salem,Salem Central,12.90068,80.661,0.66,0.77,0.76,0.3,22,1,6353,58.77,1,0,None
Tamil Nadu,Salem,Salem Central,12.91097,80.6538,0.83,0.77,0.87,0.3,17,4,6354,84.5,2,0,None
Tamil Nadu,Salem,Salem Central,12.91789,80.65775,1.0,0.77,0.67,0.3,13,4,6355,86.8,2,0,None
Tamil Nadu,Salem,Salem Central,12.91355,80.63644,0.89,0.77,0.85,0.3,8,5,6356,87.34,2,0,None
Tamil Nadu,Salem,Salem Central,12.90924,80.65124,0.89,0.77,0.58,0.3,19,3,6357,73.09,1,0,None
Tamil Nadu,Salem,Salem Central,12.89858,80.63871,0.9,0.77,0.93,0.3,14,3,6358,89.18,2,0,None
Tamil Nadu,Salem,Salem Central,12.91981,80.65046,0.88,0.77,0.68,0.3,22,4,6359,66.44,1,0,None
Tamil Nadu,Salem,Salem West,12.93822,80.67244,0.64,0.53,0.33,0.34,8,4,6360,66.99,1,0,None
Tamil Nadu,Salem,Salem West,12.93437,80.66219,0.63,0.53,0.53,0.34,6,6,6361,72.74,1,0,None
Tamil Nadu,Salem,Salem West,12.92993,80.67067,0.68,0.53,0.37,0.34,3,1,6362,53.55,1,0,None
Tamil Nadu,Salem,Salem West,12.9281,80.671,0.59,0.53,0.35,0.34,13,1,6363,66.73,1,0,None
Tamil Nadu,Salem,Salem West,12.933,80.67499,0.48,0.53,0.52,0.34,23,0,6364,47.11,0,0,None
Tamil Nadu,Salem,Salem West,12.93592,80.65523,0.53,0.53,0.49,0.34,10,6,6365,67.59,1,1,Pickpocketing
Tamil Nadu,Salem,Salem West,12.94331,80.6706,0.67,0.53,0.44,0.34,9,1,6366,70.7,1,0,None
Tamil Nadu,Salem,Salem West,12.91215,80.67959,0.59,0.53,0.49,0.34,5,2,6367,50.07,1,1,Stalking
Tamil Nadu,Salem,Salem West,12.94722,80.65718,0.55,0.53,0.42,0.34,16,4,6368,65.84,1,1,Stalking
Tamil Nadu,Salem,Salem West,12.9391,80.67161,0.61,0.53,0.45,0.34,18,5,6369,59.59,1,1,Pickpocketing
Tamil Nadu,Salem,Salem West,12.9261,80.68178,0.66,0.53,0.41,0.34,17,4,6370,70.46,1,0,None
Tamil Nadu,Salem,Salem West,12.92396,80.67676,0.57,0.53,0.49,0.34,5,2,6371,50.89,1,0,None
Tamil Nadu,Salem,Salem West,12.92601,80.65759,0.7,0.53,0.33,0.34,18,2,6372,59.02,1,0,None
Tamil Nadu,Salem,Salem West,12.93215,80.66823,0.56,0.53,0.37,0.34,16,4,6373,67.86,1,0,None
Tamil Nadu,Salem,Salem West,12.94582,80.68569,0.64,0.53,0.55,0.34,3,1,6374,52.81,1,1,Eve Teasing
Tamil Nadu,Salem,Salem East,12.8535,80.6289,0.65,0.39,0.52,0.47,19,5,6375,60.02,1,0,None
Tamil Nadu,Salem,Salem East,12.84472,80.63008,0.61,0.39,0.44,0.47,4,2,6376,36.99,0,1,Pickpocketing
Tamil Nadu,Salem,Salem East,12.85255,80.61856,0.48,0.39,0.47,0.47,7,4,6377,61.74,1,0,None
Tamil Nadu,Salem,Salem East,12.84357,80.61611,0.61,0.39,0.54,0.47,2,2,6378,39.13,0,1,Stalking
Tamil Nadu,Salem,Salem East,12.84314,80.62321,0.63,0.39,0.56,0.47,6,0,6379,68.53,1,0,None
Tamil Nadu,Salem,Salem East,12.85174,80.63124,0.56,0.39,0.48,0.47,7,5,6380,66.3,1,0,None
Tamil Nadu,Salem,Salem East,12.84145,80.62386,0.62,0.39,0.46,0.47,8,4,6381,65.55,1,0,None
Tamil Nadu,Salem,Salem East,12.8455,80.62726,0.51,0.39,0.47,0.47,6,6,6382,63.08,1,0,None
Tamil Nadu,Salem,Salem East,12.85323,80.61821,0.48,0.39,0.68,0.47,23,2,6383,37.13,0,1,Eve Teasing
Tamil Nadu,Salem,Salem East,12.84272,80.62723,0.48,0.39,0.54,0.47,22,0,6384,35.01,0,0,None
Tamil Nadu,Salem,Salem East,12.85243,80.62301,0.53,0.39,0.57,0.47,6,1,6385,64.28,1,0,None
Tamil Nadu,Salem,Salem East,12.8309,80.63466,0.49,0.39,0.54,0.47,11,3,6386,64.09,1,0,None
Tamil Nadu,Salem,Salem East,12.8504,80.6279,0.6,0.39,0.49,0.47,10,5,6387,67.16,1,1,Stalking
Tamil Nadu,Salem,Salem East,12.86255,80.62491,0.48,0.39,0.47,0.47,6,2,6388,60.35,1,0,None
Tamil Nadu,Salem,Salem East,12.84056,80.63431,0.62,0.39,0.5,0.47,10,0,6389,66.55,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli Central,12.75448,80.42096,0.86,0.77,0.72,0.42,12,3,6390,79.96,2,0,None
Tamil Nadu,Tirunelveli,Tirunelveli Central,12.7617,80.41826,0.84,0.77,0.64,0.42,22,3,6391,62.74,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli Central,12.77587,80.41577,0.88,0.77,0.94,0.42,13,0,6392,84.81,2,0,None
Tamil Nadu,Tirunelveli,Tirunelveli Central,12.76853,80.41128,0.87,0.77,0.69,0.42,13,4,6393,78.92,2,0,None
Tamil Nadu,Tirunelveli,Tirunelveli Central,12.76751,80.42196,0.91,0.77,0.76,0.42,6,5,6394,81.65,2,0,None
Tamil Nadu,Tirunelveli,Tirunelveli Central,12.7621,80.41249,0.73,0.77,0.63,0.42,7,3,6395,74.0,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli Central,12.76633,80.41706,0.85,0.77,0.72,0.42,18,6,6396,71.91,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli Central,12.75005,80.40557,0.87,0.77,0.7,0.42,23,1,6397,64.99,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli Central,12.75103,80.41731,0.9,0.77,0.76,0.42,6,3,6398,80.95,2,0,None
Tamil Nadu,Tirunelveli,Tirunelveli Central,12.76636,80.40231,0.9,0.77,0.71,0.42,5,1,6399,63.98,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli Central,12.75494,80.43463,0.88,0.77,0.71,0.42,2,0,6400,64.58,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli Central,12.76773,80.41902,0.86,0.77,0.76,0.42,7,3,6401,79.76,2,0,None
Tamil Nadu,Tirunelveli,Tirunelveli Central,12.74158,80.40852,0.92,0.77,0.7,0.42,9,0,6402,82.05,2,0,None
Tamil Nadu,Tirunelveli,Tirunelveli Central,12.75619,80.4096,0.77,0.77,0.66,0.42,10,2,6403,74.51,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli Central,12.76153,80.41029,0.96,0.77,0.71,0.42,8,3,6404,83.74,2,0,None
Tamil Nadu,Tirunelveli,Tirunelveli West,12.9635,80.30942,0.71,0.42,0.41,0.38,0,4,6405,51.56,1,1,Stalking
Tamil Nadu,Tirunelveli,Tirunelveli West,12.99402,80.30892,0.93,0.42,0.44,0.38,5,0,6406,61.79,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli West,12.97573,80.30978,0.66,0.42,0.56,0.38,19,2,6407,60.51,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli West,12.96997,80.3132,0.73,0.42,0.38,0.38,13,2,6408,71.71,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli West,12.98697,80.31101,0.79,0.42,0.48,0.38,17,1,6409,72.35,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli West,12.97423,80.31581,0.62,0.42,0.41,0.38,22,6,6410,47.58,0,1,Eve Teasing
Tamil Nadu,Tirunelveli,Tirunelveli West,12.9842,80.32506,0.66,0.42,0.47,0.38,20,3,6411,59.79,1,1,Stalking
Tamil Nadu,Tirunelveli,Tirunelveli West,12.97333,80.32754,0.71,0.42,0.5,0.38,5,5,6412,52.12,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli West,12.96931,80.31792,0.82,0.42,0.53,0.38,11,3,6413,77.0,2,0,None
Tamil Nadu,Tirunelveli,Tirunelveli West,12.97086,80.31136,0.75,0.42,0.39,0.38,0,1,6414,53.45,1,1,Pickpocketing
Tamil Nadu,Tirunelveli,Tirunelveli West,12.97511,80.33302,0.77,0.42,0.42,0.38,19,6,6415,62.23,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli West,12.99005,80.30246,0.76,0.42,0.6,0.38,12,2,6416,75.69,2,0,None
Tamil Nadu,Tirunelveli,Tirunelveli West,12.98286,80.3248,0.7,0.42,0.35,0.38,17,5,6417,67.66,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli West,12.98077,80.31369,0.7,0.42,0.45,0.38,2,6,6418,53.03,1,1,Eve Teasing
Tamil Nadu,Tirunelveli,Tirunelveli West,12.9784,80.3242,0.62,0.42,0.48,0.38,3,5,6419,50.59,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli East,13.03199,80.26283,0.65,0.41,0.43,0.32,0,6,6420,51.75,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli East,13.01566,80.27021,0.71,0.41,0.35,0.32,16,6,6421,69.78,1,1,Stalking
Tamil Nadu,Tirunelveli,Tirunelveli East,13.01799,80.26408,0.74,0.41,0.55,0.32,0,2,6422,57.44,1,1,Pickpocketing
Tamil Nadu,Tirunelveli,Tirunelveli East,13.02567,80.26132,0.76,0.41,0.5,0.32,22,0,6423,57.38,1,1,Stalking
Tamil Nadu,Tirunelveli,Tirunelveli East,13.02867,80.26998,0.81,0.41,0.35,0.32,1,0,6424,56.21,1,1,Eve Teasing
Tamil Nadu,Tirunelveli,Tirunelveli East,13.04226,80.26012,0.87,0.41,0.48,0.32,17,1,6425,78.19,2,0,None
Tamil Nadu,Tirunelveli,Tirunelveli East,13.0341,80.27593,0.77,0.41,0.53,0.32,5,2,6426,57.15,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli East,13.03574,80.255,0.72,0.41,0.42,0.32,16,0,6427,72.76,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli East,13.02019,80.26013,0.81,0.41,0.43,0.32,12,6,6428,73.91,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli East,13.03457,80.2678,0.73,0.41,0.28,0.32,22,5,6429,51.55,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli East,13.0288,80.2591,0.88,0.41,0.3,0.32,1,2,6430,57.64,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli East,13.02778,80.25092,0.83,0.41,0.55,0.32,16,5,6431,75.43,2,0,None
Tamil Nadu,Tirunelveli,Tirunelveli East,13.02393,80.26821,0.72,0.41,0.56,0.32,5,1,6432,56.4,1,1,Eve Teasing
Tamil Nadu,Tirunelveli,Tirunelveli East,13.0228,80.2674,0.89,0.41,0.52,0.32,19,6,6433,69.97,1,0,None
Tamil Nadu,Tirunelveli,Tirunelveli East,13.02551,80.25615,0.92,0.41,0.43,0.32,14,1,6434,78.02,2,0,None
Tamil Nadu,Vellore,Vellore Central,13.00366,80.23241,0.77,0.74,0.82,0.49,3,3,6435,60.74,1,0,None
Tamil Nadu,Vellore,Vellore Central,12.99674,80.2441,0.87,0.74,0.66,0.49,21,0,6436,67.86,1,0,None
Tamil Nadu,Vellore,Vellore Central,13.00321,80.23735,0.81,0.74,0.78,0.49,9,4,6437,77.05,2,0,None
Tamil Nadu,Vellore,Vellore Central,13.00635,80.24302,0.78,0.74,0.7,0.49,0,1,6438,59.01,1,1,Pickpocketing
Tamil Nadu,Vellore,Vellore Central,13.00867,80.22067,0.76,0.74,0.62,0.49,6,5,6439,73.01,1,0,None
Tamil Nadu,Vellore,Vellore Central,13.00482,80.2438,0.72,0.74,0.78,0.49,4,0,6440,56.95,1,0,None
Tamil Nadu,Vellore,Vellore Central,12.9938,80.23841,0.85,0.74,0.75,0.49,19,3,6441,69.5,1,0,None
Tamil Nadu,Vellore,Vellore Central,13.01474,80.22682,0.69,0.74,0.68,0.49,20,4,6442,61.79,1,0,None
Tamil Nadu,Vellore,Vellore Central,13.01225,80.24934,0.79,0.74,0.65,0.49,15,2,6443,74.18,1,0,None
Tamil Nadu,Vellore,Vellore Central,12.99507,80.22349,0.8,0.74,0.63,0.49,11,6,6444,74.87,1,0,None
Tamil Nadu,Vellore,Vellore Central,12.99836,80.24654,0.62,0.74,0.65,0.49,8,5,6445,71.52,1,0,None
Tamil Nadu,Vellore,Vellore Central,12.99955,80.22246,0.83,0.74,0.52,0.49,11,4,6446,72.03,1,0,None
Tamil Nadu,Vellore,Vellore Central,13.00253,80.21749,0.91,0.74,0.58,0.49,3,4,6447,61.4,1,1,Eve Teasing
Tamil Nadu,Vellore,Vellore Central,13.00384,80.2302,0.8,0.74,0.75,0.49,20,2,6448,67.94,1,1,Eve Teasing
Tamil Nadu,Vellore,Vellore Central,13.00329,80.24247,0.81,0.74,0.69,0.49,5,2,6449,57.83,1,0,None
Tamil Nadu,Vellore,Vellore West,12.89214,80.22355,0.56,0.41,0.47,0.41,1,6,6450,45.5,0,0,None
Tamil Nadu,Vellore,Vellore West,12.88557,80.21824,0.57,0.41,0.51,0.41,16,0,6451,66.62,1,0,None
Tamil Nadu,Vellore,Vellore West,12.90349,80.20685,0.71,0.41,0.5,0.41,14,0,6452,71.8,1,0,None
Tamil Nadu,Vellore,Vellore West,12.88464,80.23101,0.69,0.41,0.37,0.41,9,0,6453,67.19,1,0,None
Tamil Nadu,Vellore,Vellore West,12.89351,80.21774,0.56,0.41,0.53,0.41,9,2,6454,67.91,1,0,None
Tamil Nadu,Vellore,Vellore West,12.90113,80.22734,0.63,0.41,0.33,0.41,22,6,6455,46.96,0,0,None
Tamil Nadu,Vellore,Vellore West,12.8997,80.2196,0.66,0.41,0.38,0.41,18,4,6456,59.09,1,1,Stalking
Tamil Nadu,Vellore,Vellore West,12.90422,80.21026,0.7,0.41,0.51,0.41,19,1,6457,62.3,1,0,None
Tamil Nadu,Vellore,Vellore West,12.89612,80.2222,0.66,0.41,0.52,0.41,9,3,6458,70.49,1,0,None
Tamil Nadu,Vellore,Vellore West,12.89483,80.21807,0.65,0.41,0.5,0.41,3,4,6459,51.04,1,0,None
Tamil Nadu,Vellore,Vellore West,12.90324,80.22724,0.69,0.41,0.63,0.41,3,1,6460,54.79,1,1,Stalking
Tamil Nadu,Vellore,Vellore West,12.88285,80.22599,0.64,0.41,0.61,0.41,12,4,6461,71.09,1,0,None
Tamil Nadu,Vellore,Vellore West,12.8851,80.21242,0.79,0.41,0.42,0.41,6,1,6462,70.06,1,0,None
Tamil Nadu,Vellore,Vellore West,12.89833,80.2175,0.54,0.41,0.52,0.41,21,0,6463,55.26,1,1,Eve Teasing
Tamil Nadu,Vellore,Vellore West,12.89707,80.22292,0.77,0.41,0.44,0.41,22,2,6464,52.16,1,1,Eve Teasing
Tamil Nadu,Vellore,Vellore East,13.03212,80.14203,0.56,0.43,0.55,0.36,9,2,6465,67.51,1,0,None
Tamil Nadu,Vellore,Vellore East,13.02122,80.15037,0.64,0.43,0.46,0.36,19,2,6466,60.31,1,0,None
Tamil Nadu,Vellore,Vellore East,13.02062,80.1503,0.63,0.43,0.51,0.36,13,2,6467,70.08,1,0,None
Tamil Nadu,Vellore,Vellore East,13.01928,80.13624,0.5,0.43,0.56,0.36,22,3,6468,48.63,0,1,Stalking
Tamil Nadu,Vellore,Vellore East,13.02398,80.15786,0.49,0.43,0.57,0.36,6,5,6469,66.45,1,0,None
Tamil Nadu,Vellore,Vellore East,13.02387,80.15009,0.63,0.43,0.44,0.36,3,5,6470,51.79,1,0,None
Tamil Nadu,Vellore,Vellore East,13.03193,80.15471,0.66,0.43,0.45,0.36,8,2,6471,68.22,1,0,None
Tamil Nadu,Vellore,Vellore East,13.03864,80.14701,0.56,0.43,0.5,0.36,8,6,6472,68.99,1,0,None
Tamil Nadu,Vellore,Vellore East,13.02179,80.1605,0.65,0.43,0.5,0.36,0,1,6473,51.57,1,0,None
Tamil Nadu,Vellore,Vellore East,13.03495,80.15479,0.63,0.43,0.54,0.36,13,1,6474,70.55,1,0,None
Tamil Nadu,Vellore,Vellore East,13.0355,80.15164,0.53,0.43,0.48,0.36,2,4,6475,46.48,0,0,None
Tamil Nadu,Vellore,Vellore East,13.03913,80.14347,0.54,0.43,0.51,0.36,13,4,6476,67.72,1,0,None
Tamil Nadu,Vellore,Vellore East,13.02565,80.14525,0.63,0.43,0.48,0.36,10,6,6477,69.69,1,0,None
Tamil Nadu,Vellore,Vellore East,13.02995,80.13524,0.52,0.43,0.44,0.36,11,5,6478,65.79,1,0,None
Tamil Nadu,Vellore,Vellore East,13.03738,80.15287,0.49,0.43,0.53,0.36,5,6,6479,47.23,0,1,Pickpocketing
Tamil Nadu,Kancheepuram,Kancheepuram Central,12.99659,79.82581,0.74,0.77,0.56,0.3,11,3,6480,73.15,1,0,None
Tamil Nadu,Kancheepuram,Kancheepuram Central,13.00429,79.83124,0.85,0.77,0.71,0.3,4,5,6481,67.4,1,1,Eve Teasing
Tamil Nadu,Kancheepuram,Kancheepuram Central,13.00068,79.83306,0.86,0.77,0.57,0.3,2,3,6482,64.05,1,1,Pickpocketing
Tamil Nadu,Kancheepuram,Kancheepuram Central,12.99489,79.84234,0.84,0.77,0.69,0.3,23,5,6483,65.17,1,1,Pickpocketing
Tamil Nadu,Kancheepuram,Kancheepuram Central,13.00103,79.81159,0.79,0.77,0.62,0.3,11,0,6484,78.35,2,0,None
Tamil Nadu,Kancheepuram,Kancheepuram Central,12.9737,79.82656,0.82,0.77,0.53,0.3,15,0,6485,76.56,2,0,None
