state,district,taluk,latitude,longitude,streetlights,population_density,patrol_frequency,base_crime_rate
Odisha,Sundargarh (Rourkela),Sundargarh (Rourkela) East,20.52095,85.91192,0.55,0.42,0.5,0.45
Odisha,Sambalpur,Sambalpur Central,20.58683,85.86253,0.65,0.87,0.64,0.48
Odisha,Sambalpur,Sambalpur West,20.48073,85.74631,0.43,0.43,0.42,0.49
Odisha,Sambalpur,Sambalpur East,20.52839,85.76872,0.48,0.47,0.45,0.49
Odisha,Puri,Puri Central,20.04245,85.91601,0.56,0.81,0.66,0.41
Odisha,Puri,Puri West,20.11305,85.83856,0.48,0.42,0.51,0.45
Odisha,Puri,Puri East,20.14021,85.82787,0.5,0.34,0.45,0.5
Odisha,Balasore,Balasore Central,20.16746,85.69124,0.56,0.83,0.62,0.45
Odisha,Balasore,Balasore West,20.09057,85.80827,0.37,0.46,0.41,0.54
Odisha,Balasore,Balasore East,20.22693,85.71615,0.53,0.32,0.42,0.55
Assam,Kamrup Metropolitan (Guwahati),Kamrup Metropolitan (Guwahati) Central,25.89426,91.89151,0.5,0.79,0.78,0.69
Assam,Kamrup Metropolitan (Guwahati),Kamrup Metropolitan (Guwahati) West,26.00588,91.94588,0.41,0.39,0.49,0.55
Assam,Kamrup Metropolitan (Guwahati),Kamrup Metropolitan (Guwahati) East,26.06498,92.01925,0.37,0.36,0.45,0.74
Assam,Kamrup,Kamrup Central,26.10073,91.87765,0.45,0.8,0.62,0.65
Assam,Kamrup,Kamrup West,26.14611,91.81216,0.36,0.45,0.39,0.49
Assam,Kamrup,Kamrup East,26.08179,91.9449,0.4,0.4,0.42,0.48
Assam,Dibrugarh,Dibrugarh Central,26.38774,91.40457,0.59,0.82,0.68,0.57
Assam,Dibrugarh,Dibrugarh West,26.40287,91.41211,0.36,0.41,0.48,0.51
Assam,Dibrugarh,Dibrugarh East,26.43872,91.49733,0.33,0.46,0.42,0.61
Assam,Silchar (Cachar),Silchar (Cachar) Central,26.14037,91.94748,0.51,0.89,0.64,0.53
Assam,Silchar (Cachar),Silchar (Cachar) West,26.12577,91.82181,0.3,0.35,0.45,0.85
Assam,Silchar (Cachar),Silchar (Cachar) East,26.09864,91.90223,0.33,0.49,0.43,0.88
Assam,Jorhat,Jorhat Central,25.95547,91.3602,0.49,0.91,0.75,0.6
Assam,Jorhat,Jorhat West,26.18925,91.42429,0.27,0.39,0.43,0.7
Assam,Jorhat,Jorhat East,26.18351,91.48061,0.45,0.41,0.44,0.49
Assam,Nagaon,Nagaon Central,26.2339,91.73879,0.54,0.76,0.77,0.74
Assam,Nagaon,Nagaon West,26.12776,91.65961,0.53,0.4,0.38,0.6
Assam,Nagaon,Nagaon East,25.88355,91.61278,0.41,0.41,0.5,0.63
Assam,Tezpur (Sonitpur),Tezpur (Sonitpur) Central,26.15207,91.79797,0.51,0.78,0.68,0.5
Assam,Tezpur (Sonitpur),Tezpur (Sonitpur) West,26.09599,91.80595,0.41,0.43,0.42,0.68
Assam,Tezpur (Sonitpur),Tezpur (Sonitpur) East,26.22314,91.70286,0.34,0.3,0.44,0.62
Assam,Tinsukia,Tinsukia Central,26.18795,91.91837,0.5,0.75,0.65,0.58
Assam,Tinsukia,Tinsukia West,26.12035,91.97635,0.4,0.42,0.52,0.6
Assam,Tinsukia,Tinsukia East,26.16601,91.92475,0.41,0.44,0.53,0.68
Sikkim,Gangtok,Gangtok Central,27.01067,88.84679,0.68,0.76,0.62,0.13
Sikkim,Gangtok,Gangtok West,26.90105,88.74558,0.57,0.47,0.51,0.29
Sikkim,Gangtok,Gangtok East,26.81068,88.76628,0.54,0.31,0.45,0.21
Sikkim,Gyalshing,Gyalshing Central,27.31876,88.45096,0.7,0.72,0.68,0.1
Sikkim,Gyalshing,Gyalshing West,27.49684,88.54718,0.57,0.37,0.46,0.15
Sikkim,Gyalshing,Gyalshing East,27.26253,88.49184,0.54,0.34,0.5,0.26
Sikkim,Namchi,Namchi Central,27.27613,88.81552,0.65,0.79,0.75,0.17
Sikkim,Namchi,Namchi West,27.50249,88.64744,0.6,0.35,0.53,0.29
Sikkim,Namchi,Namchi East,27.32702,88.72578,0.52,0.43,0.39,0.07
Sikkim,Mangan,Mangan Central,27.21732,88.91128,0.62,0.84,0.58,0.18
Sikkim,Mangan,Mangan West,27.22365,88.77904,0.48,0.46,0.5,0.33
Sikkim,Mangan,Mangan East,27.24717,88.81228,0.51,0.35,0.53,0.26
Arunachal Pradesh,Papum Pare (Itanagar),Papum Pare (Itanagar) Central,27.1735,93.58461,0.43,0.79,0.58,0.27
Arunachal Pradesh,Papum Pare (Itanagar),Papum Pare (Itanagar) West,27.12653,93.63246,0.43,0.43,0.5,0.41
Arunachal Pradesh,Papum Pare (Itanagar),Papum Pare (Itanagar) East,26.9167,93.6632,0.35,0.38,0.47,0.3
Arunachal Pradesh,East Siang,East Siang Central,27.22038,93.80859,0.41,0.78,0.84,0.27
Arunachal Pradesh,East Siang,East Siang West,27.24374,93.63625,0.27,0.38,0.46,0.28
Arunachal Pradesh,East Siang,East Siang East,27.33764,93.80414,0.3,0.4,0.42,0.39
Arunachal Pradesh,Tawang,Tawang Central,27.11907,93.22236,0.48,0.86,0.65,0.26
Arunachal Pradesh,Tawang,Tawang West,27.10552,93.31979,0.3,0.36,0.36,0.32
Arunachal Pradesh,Tawang,Tawang East,27.03615,93.28052,0.37,0.44,0.48,0.32
Arunachal Pradesh,West Kameng,West Kameng Central,26.91803,93.57758,0.4,0.86,0.74,0.26
Arunachal Pradesh,West Kameng,West Kameng West,26.80591,93.57631,0.39,0.38,0.46,0.39
Arunachal Pradesh,West Kameng,West Kameng East,26.96596,93.68396,0.31,0.37,0.39,0.46
Arunachal Pradesh,Changlang,Changlang Central,27.3088,93.70793,0.53,0.78,0.79,0.49
Arunachal Pradesh,Changlang,Changlang West,27.4056,93.47793,0.25,0.28,0.47,0.31
Arunachal Pradesh,Changlang,Changlang East,27.08449,93.61535,0.29,0.43,0.35,0.47
Arunachal Pradesh,Lohit,Lohit Central,27.33729,93.97727,0.4,0.81,0.65,0.17
Arunachal Pradesh,Lohit,Lohit West,27.17482,94.05783,0.43,0.44,0.48,0.28
Arunachal Pradesh,Lohit,Lohit East,27.18954,93.86479,0.28,0.36,0.4,0.16
Nagaland,Kohima,Kohima Central,25.67581,94.19863,0.4,0.68,0.69,0.11
Nagaland,Kohima,Kohima West,25.66508,93.9905,0.28,0.37,0.45,0.25
Nagaland,Kohima,Kohima East,25.63866,94.02736,0.33,0.34,0.45,0.26
Nagaland,Dimapur,Dimapur Central,25.95767,94.46586,0.45,0.84,0.61,0.23
Nagaland,Dimapur,Dimapur West,25.91991,94.25544,0.34,0.36,0.51,0.1
Nagaland,Dimapur,Dimapur East,25.91268,94.4178,0.2,0.38,0.41,0.21
Nagaland,Mokokchung,Mokokchung Central,25.56225,93.70015,0.44,0.8,0.67,0.16
Nagaland,Mokokchung,Mokokchung West,25.77446,93.75687,0.33,0.4,0.44,0.23
Nagaland,Mokokchung,Mokokchung East,25.78163,93.83405,0.33,0.42,0.37,0.21
Nagaland,Wokha,Wokha Central,25.92236,94.06626,0.43,0.76,0.72,0.21
Nagaland,Wokha,Wokha West,25.92178,93.90204,0.28,0.31,0.43,0.21
Nagaland,Wokha,Wokha East,26.08161,94.00047,0.22,0.39,0.54,0.22
Nagaland,Tuensang,Tuensang Central,25.6266,94.01789,0.3,0.83,0.62,0.37
Nagaland,Tuensang,Tuensang West,25.76242,94.00455,0.32,0.39,0.44,0.21
Nagaland,Tuensang,Tuensang East,25.73303,94.02125,0.31,0.41,0.37,0.13
Manipur,Imphal West,Imphal West Central,25.28721,93.81378,0.44,0.82,0.72,0.36
Manipur,Imphal West,Imphal West West,25.18038,93.67105,0.33,0.35,0.35,0.31
Manipur,Imphal West,Imphal West East,25.12133,93.77952,0.33,0.39,0.41,0.36
Manipur,Imphal East,Imphal East Central,24.79,93.94442,0.43,0.89,0.7,0.22
Manipur,Imphal East,Imphal East West,24.89439,94.0331,0.4,0.36,0.51,0.53
Manipur,Imphal East,Imphal East East,24.89708,94.15738,0.37,0.39,0.43,0.34
Manipur,Thoubal,Thoubal Central,24.65636,94.02196,0.46,0.74,0.63,0.39
Manipur,Thoubal,Thoubal West,24.73879,94.07735,0.37,0.3,0.46,0.38
Manipur,Thoubal,Thoubal East,24.70221,93.9837,0.32,0.45,0.47,0.38
Manipur,Churachandpur,Churachandpur Central,24.6209,93.65744,0.42,0.67,0.66,0.31
Manipur,Churachandpur,Churachandpur West,24.56028,93.82895,0.26,0.46,0.38,0.39
Manipur,Churachandpur,Churachandpur East,24.56026,93.90377,0.3,0.44,0.46,0.27
Manipur,Ukhrul,Ukhrul Central,25.22603,93.86431,0.45,0.74,0.7,0.32
Manipur,Ukhrul,Ukhrul West,25.17039,93.88324,0.32,0.33,0.5,0.48
Manipur,Ukhrul,Ukhrul East,25.21641,93.87216,0.31,0.45,0.56,0.27
Manipur,Senapati,Senapati Central,24.67253,94.09678,0.39,0.79,0.73,0.4
Manipur,Senapati,Senapati West,24.60303,94.17526,0.38,0.47,0.51,0.4
Manipur,Senapati,Senapati East,24.52734,94.06851,0.36,0.33,0.42,0.24
Mizoram,Aizawl,Aizawl Central,23.64291,92.56021,0.48,0.75,0.7,0.29
Mizoram,Aizawl,Aizawl West,23.5691,92.7123,0.37,0.46,0.43,0.42
Mizoram,Aizawl,Aizawl East,23.78425,92.61962,0.37,0.35,0.41,0.15
Mizoram,Lunglei,Lunglei Central,23.84887,92.93326,0.45,0.8,0.73,0.24
Mizoram,Lunglei,Lunglei West,23.65336,92.76867,0.38,0.41,0.38,0.19
Mizoram,Lunglei,Lunglei East,23.7308,92.95135,0.39,0.38,0.46,0.11
Mizoram,Champhai,Champhai Central,24.027,92.77723,0.52,0.79,0.72,0.23
Mizoram,Champhai,Champhai West,23.91606,92.76004,0.4,0.37,0.43,0.24
Mizoram,Champhai,Champhai East,23.97103,92.76222,0.29,0.43,0.43,0.18
Mizoram,Kolasib,Kolasib Central,24.00209,92.65296,0.52,0.86,0.7,0.17
Mizoram,Kolasib,Kolasib West,24.09756,92.63134,0.42,0.44,0.46,0.16
Mizoram,Kolasib,Kolasib East,24.11881,92.7506,0.37,0.4,0.44,0.33
Mizoram,Serchhip,Serchhip Central,23.59695,92.74973,0.63,0.81,0.65,0.19
Mizoram,Serchhip,Serchhip West,23.73925,92.57017,0.3,0.46,0.53,0.2
Mizoram,Serchhip,Serchhip East,23.63676,92.57126,0.32,0.42,0.44,0.17
Tripura,West Tripura (Agartala),West Tripura (Agartala) Central,23.8586,91.17725,0.49,0.8,0.73,0.4
Tripura,West Tripura (Agartala),West Tripura (Agartala) West,23.66308,91.01266,0.34,0.41,0.37,0.41
Tripura,West Tripura (Agartala),West Tripura (Agartala) East,23.74053,91.19534,0.49,0.37,0.41,0.41
Tripura,South Tripura,South Tripura Central,23.80722,91.34587,0.6,0.81,0.73,0.45
Tripura,South Tripura,South Tripura West,23.76248,91.27791,0.55,0.46,0.46,0.41
Tripura,South Tripura,South Tripura East,23.82883,91.18912,0.39,0.43,0.46,0.34
Tripura,North Tripura,North Tripura Central,24.15179,91.52061,0.62,0.77,0.77,0.28
Tripura,North Tripura,North Tripura West,23.95928,91.38461,0.43,0.45,0.46,0.41
Tripura,North Tripura,North Tripura East,24.05065,91.51638,0.34,0.37,0.43,0.53
Tripura,Dhalai,Dhalai Central,24.24285,91.38842,0.49,0.77,0.68,0.46
Tripura,Dhalai,Dhalai West,24.31749,91.43628,0.39,0.41,0.33,0.25
Tripura,Dhalai,Dhalai East,24.04773,91.2073,0.42,0.37,0.29,0.46
Meghalaya,East Khasi Hills (Shillong),East Khasi Hills (Shillong) Central,25.48525,91.97603,0.51,0.67,0.69,0.32
Meghalaya,East Khasi Hills (Shillong),East Khasi Hills (Shillong) West,25.32448,91.99207,0.3,0.41,0.51,0.33
Meghalaya,East Khasi Hills (Shillong),East Khasi Hills (Shillong) East,25.41674,91.98254,0.46,0.35,0.41,0.37
Meghalaya,West Garo Hills (Tura),West Garo Hills (Tura) Central,25.54478,91.93536,0.51,0.78,0.71,0.36
Meghalaya,West Garo Hills (Tura),West Garo Hills (Tura) West,25.59665,91.96987,0.4,0.43,0.38,0.26
Meghalaya,West Garo Hills (Tura),West Garo Hills (Tura) East,25.56159,91.90101,0.36,0.43,0.48,0.27
Meghalaya,West Jaintia Hills,West Jaintia Hills Central,25.61309,91.84756,0.5,0.82,0.67,0.25
Meghalaya,West Jaintia Hills,West Jaintia Hills West,25.82306,91.96624,0.51,0.44,0.51,0.37
Meghalaya,West Jaintia Hills,West Jaintia Hills East,25.63645,91.89757,0.33,0.42,0.44,0.44
Meghalaya,Ri-Bhoi,Ri-Bhoi Central,25.57707,92.12111,0.49,0.8,0.84,0.21
Meghalaya,Ri-Bhoi,Ri-Bhoi West,25.4207,92.1331,0.4,0.49,0.46,0.39
Meghalaya,Ri-Bhoi,Ri-Bhoi East,25.5947,92.11975,0.39,0.32,0.52,0.47
